地点名称,类型,经度,纬度,情绪权重,地址,POI编码
神舟堂,旅游景点,118.044360,36.820507,0.9,华光路89号,B02150RTRO
房镇体育公园,旅游景点,117.965442,36.864421,0.9,美田路,B0FFIKJWGF
颜神文旅·九龙峪风景区,旅游景点,117.821190,36.498417,0.9,s29滨莱高速路口南279米伊家楼2号,B0FFJSCSJF
稷下学宫遗址(不对外开放),旅游景点,118.332365,36.853936,0.9,齐都镇遄台路与黉大道交叉口东侧,B02150RD4R
禹王山林区,旅游景点,117.780704,36.482885,0.9,域城镇岭西村,B02150R4KP
齐山风景区,旅游景点,118.199833,36.514700,0.9,太河乡齐山林场,B02150RKET
张店区房镇祠堂,旅游景点,117.950836,36.848017,0.9,034乡道附近,B0FFHQ59Q3
杨寨塔,旅游景点,117.992288,36.716165,0.9,杨萌路附近,B021503YM7
天主教堂,旅游景点,118.020124,36.781710,0.9,复兴路与世纪路交叉口西340米,B0FFJIN1L5
天主堂,旅游景点,118.354345,36.852005,0.9,张皇路附近,B0FFH0O1FD
大悲庵,旅游景点,117.774087,36.631927,0.9,青云寺路,B0FFG9GJEW
五阳山景区,旅游景点,117.911597,36.428971,0.9,236省道,B021500B71
北岭古窑,旅游景点,117.867789,36.494568,0.9,五岭路10号,B0FFGMUJW0
基督教堂,旅游景点,117.868983,36.492256,0.9,秋谷路与中心路交叉口南80米,B02150QIQ9
管仲纪念馆,旅游景点,118.351952,36.793594,0.9,齐陵街道北山西村99号,B021500B5F
云台山风景区,旅游景点,118.024326,36.606095,0.9,洪山镇,B0FFG9ATZ6
焦裕禄纪念馆,旅游景点,117.992174,36.437097,0.9,源泉镇北崮山村327省道,B021500B70
蝴蝶峪,旅游景点,117.781106,36.513231,0.9,石门景区南4公里(黄鹿泉村村首),B0FFFOHVYV
圣佛山,旅游景点,118.362109,36.190447,0.9,圣弗山别院餐饮休闲中心西南侧,B0FFGAZIUS
四王冢,旅游景点,118.373050,36.784544,0.9,[],B02150RD83
齐故城排水道口,旅游景点,118.343869,36.890737,0.9,凤凰镇古侯路与045乡道交叉口北100米,B02150RD95
沂源县普安禅寺,旅游景点,118.126756,36.195465,0.9,南麻街道普安禅寺,B02150RTNY
文昌湖省级旅游度假区,旅游景点,117.868352,36.692256,0.9,[],B0FFG295BU
柳泉湿地公园,旅游景点,117.949355,36.633584,0.9,颐泽将军大道2号甲56号,B02150QZRT
齐长城遗址,旅游景点,117.855184,36.485532,0.9,颜山公园路4号原山国家森林公园内(东侧),B02150QHYD
梓橦山旅游区,旅游景点,118.030960,36.665088,0.9,双杨镇205国道淄博段梓童山车站以东35公里处的藏梓村东,B02150R46O
炒米山生态风景区,旅游景点,118.131667,36.762922,0.9,炒米村,B02150QM52
如月湖湿地公园,旅游景点,117.892587,36.442721,0.9,八陡镇石炭坞(南过境路五公里处),B02150QJY5
峨庄瀑布群风景区,旅游景点,118.190568,36.438902,0.9,峨庄乡自然保护区,B0215046MA
牛郎庙,旅游景点,118.263788,36.103233,0.9,燕崖镇牛郎村沂源牛郎织女景区(东南角),B0FFK26XPB
凤凰山经济林生态观光区,旅游景点,118.136722,36.567543,0.9,023乡道与淄中路交叉口西南20米,B02150Q6PA
淄博新区水系公园,旅游景点,117.989777,36.820477,0.9,心环东路,B0FFIAJ1K1
清真寺,旅游景点,117.988974,36.630483,0.9,淄矿路22号,B02150QZS4
赵执信纪念馆,旅游景点,117.869469,36.492849,0.9,秋谷路26号,B021500B8C
文昌湖西马桥景点,旅游景点,117.858690,36.690796,0.9,长周路与滨湖西路交叉口东南20米,B0L6NSU25K
西边有个院,旅游景点,117.982107,36.830791,0.9,联通路与上海路交叉口东南角,B0KRJC5MD9
山川禅寺,旅游景点,117.961374,36.616908,0.9,山川路111号,B0G2YUSZIL
红军师师史馆,旅游景点,118.040402,36.814645,0.9,庄西街与人民西路交叉口西北60米,B02150R859
革命烈士纪念碑,旅游景点,118.203240,36.877451,0.9,张皇路,B02150QK4W
禹山湖,旅游景点,117.792707,36.482443,0.9,[],B0FFH1CRYR
昆仑山玉皇宫,旅游景点,117.899978,36.591192,0.9,淄城路217号,B0J2CD9FIH
金岭清真寺,旅游景点,118.200501,36.799141,0.9,金岭回族镇清真寺街1号,B0FFGX0MK8
神清宫,旅游景点,118.160918,36.093633,0.9,[],B0FFGBGRPY
龙泉寺,旅游景点,117.897724,36.524553,0.9,莲花山,B02150QKTX
立碑山游园,旅游景点,117.851301,36.507937,0.9,英雄西路立碑山游园附近,B021500B80
栖真观,旅游景点,117.893982,36.571365,0.9,张博路海眼段60号,B0JUXST8HD
孟家炉神姑庙,旅游景点,118.187016,36.820819,0.9,中埠镇孟家村中街东首,B0JA4R1QOZ
稷山,旅游景点,118.334976,36.769201,0.9,山东德尔福包装有限公司北侧370米,B0J3KHQGPN
蟠龙山道观,旅游景点,118.142951,36.874787,0.9,卫固傅山风景区,B0IDO7GV5X
淄博青云寺,旅游景点,117.773415,36.617152,0.9,岭子镇槲林村西北,B0HRULJIR5
博山财神庙,旅游景点,117.897121,36.526170,0.9,安上社区莲花山,B0G1OSE2NG
毕自严故居,旅游景点,117.738277,36.677793,0.9,[],B0FFM5WXTZ
淄川普安寺,旅游景点,117.884049,36.628090,0.9,昆仑镇河夹村,B0FFKHJS4X
华岩寺,旅游景点,117.842443,36.613711,0.9,昆仑镇磁村,B0FFG9CRVI
忠勤祠,旅游景点,117.940969,36.950379,0.9,王渔洋故里景区,B0FFFHADQB
金地禅寺,旅游景点,117.914574,36.539096,0.9,白塔镇北万山村,B02150QKXV
雪宫台,旅游景点,118.396235,36.896256,0.9,321省道,B0215026TF
以马内利,旅游景点,118.027782,36.763214,0.9,傅家镇华福大道孙家南苑绿洲小区二区,B0FFI1V6S2
圣佛山圣佛寺,旅游景点,118.215772,36.651906,0.9,[],B0FFI2XVD8
环青院,旅游景点,117.923222,36.737138,0.9,兴萌路1号,B0KARUA5MY
黑山八大景万佛城,旅游景点,117.913628,36.466375,0.9,山东博研国际贸易有限公司西北侧260米,B0J1F7CNDS
莲花寺,旅游景点,117.873039,36.477942,0.9,执信路,B0H10ZVLND
三官庙,旅游景点,118.192014,36.453194,0.9,太河镇峨庄村,B0H0775H8J
淄川区土峪村天主教堂,旅游景点,118.040593,36.579527,0.9,洪山镇土峪村,B0GRAD2I5O
华藏寺,旅游景点,117.950788,36.556576,0.9,大岭生活区东北侧290米,B0G1TMU608
天仙玉女碧霞元君万法宗坛,旅游景点,117.690201,37.184389,0.9,庆淄路与文昌路交叉口西340米,B0FFL05CWH
竹林寺,旅游景点,118.112760,36.551980,0.9,[],B0FFKWWI0P
焦裕禄故居,旅游景点,117.989833,36.434347,0.9,洪崮路与317省道交叉口南460米,B0FFKRVMGY
玉黛湖-慧圆寺,旅游景点,118.143872,36.808691,0.9,杏园街道玉黛湖生态乡村庄园,B0FFGK8E0X
城隍庙,旅游景点,117.872889,36.480335,0.9,山头街道执信路12东北方向50米,B02150RD5X
天主堂,旅游景点,118.060365,37.006445,0.9,耿焦路1110号,B0215045OK
临淄青年学生抗日志愿军训团纪念碑,旅游景点,118.343774,36.856906,0.9,045乡道与张皇路交叉口东南380米,B0215046OF
牛山禅寺,旅游景点,118.351095,36.791842,0.9,齐陵街道北山西村99号管仲纪念馆,B02150RD93
鲁山国家森林公园-大雄宝殿,旅游景点,118.072669,36.297529,0.9,池上镇鲁山国家森林公园大雄宝殿,B02150RD96
天玑阁,旅游景点,117.945775,37.186481,0.9,潍高路,B0FFJFPZWV
奎樱古寺,旅游景点,117.908429,36.553642,0.9,白塔镇国家村水库大堤的北边,B0FFI8VLBC
淄川小箭扣,旅游景点,118.060602,36.452925,0.9,太河镇镇城子虹鳟鱼养殖场西南侧330米,B0LBLROODU
沈家村哪吒墙画,旅游景点,117.847973,36.855279,0.9,丝绸路3009号,B0LBMCTMC0
张店军屯空中草原,旅游景点,118.130249,36.814120,0.9,鲁山大道216号,B0KGC5739B
海岱楼钟书阁,旅游景点,117.988890,36.841714,0.9,北京路69号,B0K2Z71K2I
牛记庵古村落,旅游景点,117.808905,36.579246,0.9,昆仑镇牛记庵村,B0HDK5EMRP
太公湖国家水利风景区,旅游景点,118.363994,36.809380,0.9,临淄大道淄河大桥西北首,B0GRLUM79K
颜神古镇,旅游景点,117.869314,36.471163,0.9,山头街道南沟街57号,B0G2SCJAAA
李家疃明清建筑群,旅游景点,117.699341,36.661727,0.9,[],B0FFM4WVTV
孝妇河湿地公园喷泉广场,旅游景点,117.970314,36.801683,0.9,和平路与天津路交叉路口往东南约140米,B0FFLQ66TG
海岱楼,旅游景点,117.988604,36.841309,0.9,房镇镇中润大道齐盛湖公园,B0FFLAA569
石门景区,旅游景点,117.775426,36.539530,0.9,域城镇白石洞博山风景名胜区,B0FFL38PAF
花山公园,旅游景点,118.119490,36.824708,0.9,尚军路,B0FFL1QPQP
文昌湖滨湖沙滩,旅游景点,117.879338,36.695126,0.9,滨湖东路文昌湖好望角餐厅西南350米,B0FFK883ZL
安澜湾,旅游景点,117.896269,37.260744,0.9,常家镇刘春家北,B0FFJ35EWI
少海公园,旅游景点,118.082339,36.960297,0.9,中心大街与少海路交叉口西380米,B0FFIYJ4OO
王渔洋故里景区,旅游景点,117.940854,36.950247,0.9,新城镇新立村王士禛纪念馆(西南角),B0FFHX7Q0K
五阳湖生态旅游度假区,旅游景点,117.888860,36.395126,0.9,石马镇051县道附近,B0FFHX7PXZ
淄博沂源南鲁山风景区,旅游景点,118.073872,36.272734,0.9,望峰路北50米,B0FFHBC45F
幽幽谷,旅游景点,118.080758,36.323183,0.9,池上镇中郝峪村,B0FFGOW934
华光国瓷文化艺术中心,旅游景点,118.047810,36.848143,0.9,高新区鲁泰大道55号,B0FFGBNFJU
博山风景名胜区,旅游景点,117.820186,36.513045,0.9,白石洞,B0FFF35XFE
蒲松龄书馆,旅游景点,117.738211,36.677812,0.9,王村镇西铺村西铺大街,B02150RD8B
原山艰苦创业纪念馆,旅游景点,117.888964,36.442359,0.9,如月湖湿地公园附近,B0FFI843V5
枫山禅院,旅游景点,118.210212,36.455976,0.9,[],B0FFI82P9J
南定镇崔军纪念堂,旅游景点,118.049097,36.739534,0.9,文化南路与亿达路交叉口南440米,B0FFI6QJA2
复兴庵,旅游景点,117.900718,36.842181,0.9,北郊镇太平村,B0FFG77H2Z
革命历史纪念馆,旅游景点,118.175370,36.184470,0.9,振兴路与陵南街交叉口北,B02150RXZD
莲花庵,旅游景点,118.077052,36.684369,0.9,锦川路86号,B02150QKQS
王渔洋故居,旅游景点,117.943579,36.951573,0.9,王渔洋故里景区,B02150Q4Z6
淄博市革命烈士陵园,旅游景点,117.881360,36.762238,0.9,南郊镇,B021504P30
黑铁山抗日武装起义纪念馆,旅游景点,118.159912,36.843977,0.9,卫固镇太平村黑铁山风景区,B021503YLS
高青县革命历史纪念馆,旅游景点,117.792837,37.182566,0.9,广青路,B021500B5C
牛郎织女景区织女洞,旅游景点,118.260789,36.103057,0.9,南崔线,B0LBNHPQAM
柳泉潜流湿地,旅游景点,117.937449,36.621568,0.9,汉青路1号,B0LBH7WEMX
齐长城一线天,旅游景点,118.143592,36.430480,0.9,劈山关西北侧230米,B0KUG7UHOG
张庄玉皇宫,旅游景点,117.839676,36.548631,0.9,域城镇张庄村张庄公交站北门,B0KUFC29J7
炒米山风景区黉园,旅游景点,118.143709,36.763249,0.9,沣水镇,B0KRU73FT6
大石头风景区,旅游景点,117.944959,36.593092,0.9,昆仑镇山嘴头,B0KROHLL9X
瀑布,旅游景点,117.902384,36.416951,0.9,[],B0KR35Z8X1
博山山头周氏顺祥斋,旅游景点,117.874090,36.465945,0.9,兴源路2号,B0KKOUPTQQ
天清·栖溪源休闲旅游区,旅游景点,118.185972,36.115470,0.9,燕山路3号,B0KKHD7BNC
八仙阁,旅游景点,117.857690,36.544662,0.9,西环路192号,B0KDMA4JG8
黑旺船头山白云观,旅游景点,118.205816,36.621873,0.9,509省道黑旺船头山,B0KA35Q84N
大马头崮,旅游景点,118.170564,36.228669,0.9,仙松阁休闲农场东北侧420米,B0K3DHQGGQ
青岛红树林景区,旅游景点,118.174665,36.184223,0.9,振兴路与陵南街交叉口西60米,B0K1U76S2N
渭一窑址,旅游景点,117.961306,36.558392,0.9,龙泉路与沿河街交叉口西南240米,B0K12793VB
望春山,旅游景点,118.078956,36.949125,0.9,[],B0K0DSIVQR
权记洋行,旅游景点,118.061074,36.800420,0.9,商场东路2号利群后院南首,B0K0AXZ0ZY
海棠园,旅游景点,117.994754,36.839891,0.9,北京路71号,B0JGTRVL6Q
石氏庄园,旅游景点,117.894676,36.865829,0.9,大七村卫生计生服务室西侧90米,B0JBL7P031
法王院,旅游景点,118.032929,36.713602,0.9,张南路19号,B0JBAUDWDE
宁戚饭牛处,旅游景点,118.298465,36.863842,0.9,西河村谷乐园东北侧160米,B0JAYSDSZ0
碧霞元君行宫,旅游景点,117.969073,36.608908,0.9,[],B0J6V5713Q
八陡天主堂,旅游景点,117.928355,36.456887,0.9,文姜路109号,B0J1K5B73B
桃花峪庙,旅游景点,117.959766,36.571647,0.9,龙泉镇圈子村天台山路,B0IRBUZA03
观音庙,旅游景点,118.054502,36.618347,0.9,寨里镇,B0IBSCQ1MV
兴国观,旅游景点,118.168854,36.698973,0.9,金山镇小寨村,B0IBL7N2M9
豹岩观,旅游景点,117.729370,36.651491,0.9,岭子镇巩家村,B0HU47L4PN
中共沂源县委旧址,旅游景点,118.258301,36.196757,0.9,北张良村,B0HR5SBEPR
礼拜堂,旅游景点,118.121455,36.962463,0.9,沿河路与顺河路交叉口西北20米,B0G2CG7RSM
梓潼关,旅游景点,117.887834,36.710480,0.9,萌山公园(西南角),B0G0TDEZ3D
沂河沂源源头水保护区,旅游景点,118.116224,36.167737,0.9,山音院北侧120米,B0G03UFL1G
周村圣母堂慈母宫,旅游景点,117.860967,36.751287,0.9,米山路16号甲7号,B0FFMH8MN1
慈云寺,旅游景点,117.875957,37.208507,0.9,付王家村公益电影放映点北侧160米,B0FFLDMTGH
中国琉璃艺术殿堂,旅游景点,117.853656,36.488408,0.9,沿河西路与张家顶路交叉口南120米,B0FFL9AS7V
孙廷铨故居,旅游景点,117.856617,36.491130,0.9,大街与报恩寺街交叉口南140米,B0FFL9APR7
紫羅山观音寺,旅游景点,117.950841,36.422362,0.9,[],B0FFL1QJ0Z
铁冶炉神姑庙,旅游景点,118.183331,36.841161,0.9,铁山路与胜利路交叉口北200米,B0FFKJGOE4
临淄石佛寺,旅游景点,118.350088,36.884502,0.9,石佛堂寺东南侧70米,B0FFK8DNXH
金陵寺-伽蓝殿,旅游景点,118.200560,36.925468,0.9,朱台镇南高阳村金陵寺内(北侧),B0FFK3RWQ3
马家文昌阁,旅游景点,117.987232,36.619682,0.9,富强耐火材料有限公司东侧310米,B0FFJVWJL4
华严胜境,旅游景点,117.978841,37.001051,0.9,耿焦路17333号,B0FFJ476DN
福德寺,旅游景点,118.233143,36.766972,0.9,公泉路,B0FFI9LFDK
闯山东铁锅炖(天隆购物广场店),餐饮,117.860416,36.503609,0.6,天隆广场176号(新银座对面),B0FFIWU647
清真双盛馆,餐饮,118.196175,36.805724,0.6,金岭金烯路84号,B0FFG45JKJ
圣得利(巴黎假日·步行街店),餐饮,117.852682,36.798157,0.6,东街320号,B02150RREG
哈尼家(大顺城市广场店),餐饮,118.290283,36.814852,0.6,胜利花园北区31号,B0FFJA62PM
仁缘博山菜(青龙山路店),餐饮,117.872268,36.505538,0.6,青龙山路126号(江南人家蘑菇行对面),B0FFIY1I0G
淼铭园特色大骨头店,餐饮,118.026602,36.768651,0.6,西七路与海岱大道东300米路南酱大骨,B0215031Z5
京味涮肉坊(紫馨园店),餐饮,118.015711,36.798004,0.6,和平路西寨社区六号沿街房,B0FFIT5WGR
圣禾馄炖,餐饮,118.297034,36.820673,0.6,大顺路83-1号圣禾馄饨,B02150QGIS
大自然庄园,餐饮,118.300918,36.859325,0.6,齐城农业高新技术开发区农圣路7号桓公台生态家园对面,B0FFGEY565
干锅鸭头老博山菜(白虎山路商业街店),餐饮,117.860280,36.513678,0.6,白虎山路商业街,B0FFFYU4D4
印月茶舍(桓公花园一区店),餐饮,118.285316,36.814362,0.6,雪宫街道桓公花园北门,B0FFI6IDAY
食香阁(广青路店),餐饮,117.694597,37.179924,0.6,青城镇供销社,B0FFH2N6CH
品海蒸鲜(曦园店),餐饮,118.000470,36.846274,0.6,天乙村南门斜对过,B0FFIGDJRB
小维度奶茶店,餐饮,117.852553,36.800011,0.6,"丝绸路街道丝绸路2号,步行街中段康城丽都一楼",B0FFFVP36R
淄博饭店,餐饮,118.060022,36.805832,0.6,金晶大道177号,B021504689
金梦园(新村西路店),餐饮,118.027431,36.803256,0.6,新村西路186号,B021503Q6L
爵士西餐厅,餐饮,118.084765,36.958310,0.6,中心大街惠仟佳斜对过旭景豪园商业铺12号,B0FFF5P4WH
山格洞中韩料理餐厅,餐饮,117.845718,36.803660,0.6,北长行街3072号,B0FFK0HMCK
那些年潮汕牛肉火锅,餐饮,118.104438,36.959564,0.6,中心大街俪都步行街,B0FFJO7FK7
老博山私房菜,餐饮,118.070058,36.799784,0.6,东二路22号百盛商城商场东街,B0FFJGLIBW
串说(淄博桓台县),餐饮,118.057524,36.954619,0.6,唐山镇寿济路14656号,B0FFJ4EKHJ
清正源饭店,餐饮,118.210065,36.799794,0.6,金岭镇金岭南街山东清源集团医院南东门超市旁,B0FFFZY50W
步步高鸽子府,餐饮,118.314622,36.806359,0.6,牛山路352号甲2号,B0FFFP5X1O
吉祥泡椒凤爪,餐饮,118.031029,36.799203,0.6,西六路南首体坛小区东门,B0FFFDKFT1
老鸭汤,餐饮,118.022446,36.763490,0.6,西七路(世纪路)南首孙家社区进大门左拐30米,B0FFG15EWL
露露韩国风味餐厅,餐饮,117.858807,36.802430,0.6,东民路2号,B02150RRGW
青云大酒店(中共淄川区洪山镇委员会东),餐饮,118.002062,36.623339,0.6,洪山镇聊斋路76号,B021504I0R
顺意海鲜楼(中润大道店),餐饮,118.041075,36.837382,0.6,高新区中润大道69-2号西四路和西五路中间路北中德地产西邻,B02150QFCG
面对面喜事汇,餐饮,117.977589,36.640925,0.6,般阳路135号,B0FFJC6TD5
俏神州大酒店,餐饮,117.875879,36.507295,0.6,美食园中段邮政储蓄银行对面,B0FFH3A88X
泉龙大酒店,餐饮,117.977532,36.651991,0.6,淄城东路113号,B021500179
福记小馆(朝阳花苑凯旋城店),餐饮,117.871797,36.811256,0.6,朝阳花苑凯旋城南门东50米,B0FFJBNDGP
英豪东方明珠大酒店,餐饮,118.076972,36.816286,0.6,华光路与东三路交叉口东南10米,B0FFHHPHZI
顺河羊肉馆,餐饮,118.226861,36.204980,0.6,南悦路与人民路交叉口东140米,B021503Y48
万杰国际大酒店,餐饮,117.854192,36.541102,0.6,经济开发区岜山村平安路15号,B02150021D
六六六茶楼(淄博新世界商业街店),餐饮,118.041544,36.807183,0.6,共青团路希岸酒店院里松乐宫城市馆电梯上5层,B0FFHY0DY3
木和烤肉饭-重庆一绝渝香米线,餐饮,117.852712,36.799754,0.6,康诚丽都壹层F3南门东户,B0FFH3QSQO
齐悦国际大饭店,餐饮,117.853440,36.795005,0.6,站北路39号一四八医院斜对面,B0FFGKX20O
和平大酒店(和平路店),餐饮,117.820731,36.795699,0.6,西环路1500号,B021504JGY
云景轩酒店,餐饮,118.178571,36.206609,0.6,博沂路与瑞阳大道交汇处,B02150SOSZ
桓台县跷脚烧烤店,餐饮,118.067602,36.917548,0.6,果里大道336号商业街C区C1-012号商铺,B0FFJRREKQ
西寨煎饼-猪头肉(西寨小区店),餐饮,117.855764,36.499442,0.6,西寨南三丁字巷路口,B0FFI7OTH6
安源蛋糕,餐饮,118.166964,36.185270,0.6,振兴路43号(金太阳商场一楼东侧),B0FFF86TX3
小面侠(雪宫路店),餐饮,118.303634,36.815928,0.6,雪宫街道办事处雪宫路343-2号,B0FFHE0B21
齐都大酒店,餐饮,118.308852,36.811267,0.6,闻韶路39号,B02150021A
塞外春肥羊府(沿河西路店),餐饮,118.152762,36.190755,0.6,"沿河西路西侧25号1,2层-沿河西路水果批发市场北20米",B02150QK0T
八月美食小馆(银泰时代广场店),餐饮,118.035926,36.849517,0.6,银泰时代广场c座109室,B0FFJ9T30Y
牛魔王烧烤海鲜城(商城小区店),餐饮,118.095031,36.949874,0.6,渔洋街2369号,B0FFJ24TBE
青山六本目居酒屋(万象汇店),餐饮,118.061775,36.803382,0.6,金晶大道万象汇后街华润中心凯旋门一期5号楼,B0FFI70WER
长乐居酒楼(凯瑞安园店),餐饮,118.020763,36.810163,0.6,瑞安路128号,B0FFI6VO8X
又一村上善坊大酒店,餐饮,118.064212,36.814454,0.6,中心路166号,B0FFI0ZUM7
乡韵金典餐饮(西台店),餐饮,118.149075,36.191675,0.6,鲁山西路,B0FFH7UWAW
正宗苗山炒鸡,餐饮,117.834617,36.514924,0.6,西域城村小高层对过,B0FFH69K86
遄台老店骏阳凉皮,餐饮,118.318082,36.817242,0.6,遄台北生活区31号楼,B0FFH43FJX
火刻北京烤鸭(明清街店),餐饮,118.043785,36.833541,0.6,张桓路291号,B0FFGIJEQU
人民公社湘菜馆(联通路),餐饮,118.045252,36.827996,0.6,联通路与张桓路10号-10,B0FFGEQW2G
老车家烧烤,餐饮,117.971224,36.628883,0.6,将军路街道淄城东路681号,B0FFF4YSMR
六禾烧烤(尹家湾),餐饮,117.844345,36.804193,0.6,北门里生活区10号楼1单元,B02150SCBL
海梦圆酒楼,餐饮,117.845917,36.496655,0.6,中心路115号(近万顺御花园),B02150RZEG
四季屋快餐(商业街店),餐饮,117.963677,36.646516,0.6,城里大街20号甲,B02150RYYM
红猪比萨(丽景翠苑店),餐饮,118.042974,36.828113,0.6,联通路51号甲15号丽景翠苑,B02150QXOP
心福烤鱼店,餐饮,118.014583,36.791268,0.6,房家小区西南1门西240米,B02150QN59
重庆饭店(华光路店),餐饮,118.058445,36.819347,0.6,华光路53号甲1号,B021504MLA
金肥牛火锅(周村店),餐饮,117.867133,36.804521,0.6,正阳路3135号(区政府西门斜对面),B021504L1G
近江南御翅府,餐饮,118.281748,36.810004,0.6,牛山路17号,B021504F28
江南濠景生态美食园,餐饮,118.009609,36.805242,0.6,新村西路264号,B021504AD3
玉垚凉皮(山铝店),餐饮,118.045764,36.753859,0.6,南定镇花园路25号,B02150302Q
岁月烧烤,餐饮,117.867159,36.816672,0.6,正阳路4439-3,B0FFJWFW0O
大理寺过桥米线麻辣烫(银泰城店),餐饮,118.034457,36.850433,0.6,铭波路212号甲20号,B0FFIQTZFR
吉祥福第蚂蚱鸡,餐饮,118.016031,36.848831,0.6,房镇镇大张村4号沿街公建1-3层,B0FFIAA38T
兴隆灌汤蒸包(东关店),餐饮,117.977860,36.647169,0.6,松龄东路166号星辰供水对过,B0FFI76RDS
胖仔凉皮米线馆,餐饮,118.064941,36.806895,0.6,金晶大道东一街北083号,B0FFHD9QTD
小乔豆腐(富瑞特城市广场店),餐饮,117.851204,36.807558,0.6,福瑞特F座二楼电梯口,B0FFGNIK6K
鸿运蛤蜊鸡(周村总店),餐饮,117.852972,36.810731,0.6,机场路768号,B0FFGMD3SE
长龙灌汤包,餐饮,117.852565,36.808305,0.6,东门路青年路31号,B0FFGLFDNI
老字号段家煮锅(青年路店),餐饮,117.846980,36.806725,0.6,青年路18号(环卫局大门西边),B0FFFSPNP3
大眼妹上海生煎(理工大学店),餐饮,118.020430,36.812692,0.6,马尚镇瑞安路45号,B0FFFSL8HV
延边高丽村养生汤馆(名仕嘉园店),餐饮,118.297755,36.819583,0.6,齐园路46-8号(东泰广场东门对面),B02150QXQ3
西部炭火(周村店),餐饮,117.849038,36.810310,0.6,东门路299号,B021504K1B
新印马酒店,餐饮,118.316041,36.820530,0.6,稷下路163号(卫生防疫站北),B02150037F
Mr.Sun凉皮铺子(天隆购物广场店),餐饮,117.861202,36.503338,0.6,天隆广场,B0FFJMAOFI
特色芝香鱼(钟楼店),餐饮,117.955238,36.667834,0.6,钟楼街道办事处建设路新兴加油站西20米,B0FFJ3Z3MZ
巩本明鱼屋子,餐饮,118.083466,37.056576,0.6,起凤镇起马路3300号,B02150RY7H
老潍县朝天锅(华光路店),餐饮,118.075226,36.817059,0.6,华光路10甲1-2号,B0FFJ18M5D
公社炒鸡老菜馆(八大局店),餐饮,118.075206,36.808527,0.6,人民东路与东三路交叉口向东200米路南,B0FFIPJ9J5
铁锅砖家·正宗东北铁锅炖(名士豪庭店),餐饮,118.053772,36.852510,0.6,泰美路北路名士豪庭西门沿街商铺28号甲4号,B0FFIPIRI9
悦味坊酒店,餐饮,118.007900,36.832232,0.6,龙凤苑龙凤西巷物业广场西侧18号,B0FFI877VN
老潍县菜馆(颐和花园店),餐饮,118.066589,36.832173,0.6,魏北路9号,B0FFHR4TMY
佳美果蔬商行(鑫城公寓东区店),餐饮,118.018000,36.801909,0.6,张店区政府对面鑫城中心公寓C一单元,B0FFH9D582
胶东肥蛤王小海鲜,餐饮,117.871111,36.815465,0.6,电厂路东首(时代尚城小区对面),B0FFH5UPLU
矾沟肉油饼,餐饮,117.863953,36.476117,0.6,新博路72号甲9号,B0FFG45Y8Z
法兰度西餐厅(天齐东路店),餐饮,118.331778,36.814367,0.6,天齐路渔码头隔壁,B0FFFAMUZ3
邱氏瓜子干果老店(城里大街店),餐饮,117.964129,36.646437,0.6,般阳路街道城里社区城里大街26号(近张博路),B02150SA4M
大管家,餐饮,118.067791,36.843187,0.6,万杰路中段沿街商业房,B02150RU1Q
友谊蛋糕(植物园店),餐饮,118.022711,36.790473,0.6,张店王舍路214号营业房,B021504E86
懋隆大酒店,餐饮,117.872949,36.471324,0.6,山头路165号,B021503X6L
福瑞园蛋糕(邮政局宿舍店),餐饮,118.098388,36.961395,0.6,邮政局宿舍,B02150RUM5
鲁山全羊烧烤,餐饮,118.041147,36.843830,0.6,万杰路83号,B0FFISCEHC
斐塔咖啡(齐都国际商务大厦A座北),餐饮,118.315255,36.824468,0.6,绿茵花园7号楼1号营业房,B0FFFGSG3F
湘满天下(沿河西路店),餐饮,118.152484,36.191022,0.6,沂河西路13号,B021504GWV
虾时代(沂源店),餐饮,118.156895,36.185217,0.6,沂河西路二村狮子门沿街北50米,B0FFIQZR6F
万兴阁,餐饮,118.321477,36.816893,0.6,遄台路80号,B0FFGCF1AL
欧麦滋蛋糕花艺坊(芦湖小区店),餐饮,117.841880,37.168743,0.6,芦湖小区1期北门西90米,B0FFFGRRYZ
影私空间(淄博王府井广场店),餐饮,118.051466,36.805900,0.6,柳泉路110号银座中心店二期F1,B0FFGF0LTT
李家大院铁锅炖,餐饮,118.049874,36.841887,0.6,泰美路11号,B0FFJNTA18
鸿运蛤蜊鸡(尚美第三城店),餐饮,118.039274,36.809909,0.6,共青团西路尚美第三城9号楼105号,B0FFJF80QK
国良烧烤,餐饮,117.903396,37.048020,0.6,大成路与工业路交叉口东280米,B0FFJC11VC
黄桑别院,餐饮,118.025778,36.812851,0.6,世纪路100号甲2号,B0FFJBH3KB
潘南印巷,餐饮,118.080566,36.807080,0.6,人民东路44号土产宿舍1号楼,B0FFJ47Z0O
皇后餐厅,餐饮,118.036899,36.850457,0.6,银泰时代广场鑫码头3层,B0FFJ0Y55J
重庆石锅鱼,餐饮,118.001048,36.803795,0.6,马尚镇东南村小区东门北往南数第二间,B0FFIVBZT3
淄博张店馨膳坊饭店,餐饮,118.028635,36.803150,0.6,新村186号,B0FFIR53TH
知味鲜海鲜家常菜,餐饮,118.024842,36.842491,0.6,世纪路中润华侨城西门阳光国际A座东一楼,B0FFILD9EL
曾太美食,餐饮,118.061973,36.803139,0.6,万象汇内街华润小学对面共青团东路南一巷27号,B0FFHSKSV8
